month,scheme_name,avg_nav,min_nav,max_nav
2022-02,Mirae Asset Tax Saver Fund - Regular - Growth,29.3489,28.311,30.2436
2022-02,Nippon India ETF Nifty 50 BeES,162.6451,155.4668,168.8144
2022-02,Nippon India Gilt Securities Fund - Regular - Growth,30.7794,30.324,31.2837
2022-02,Nippon India Large Cap Fund - Direct - Growth,47.7785,47.1108,48.649
2022-02,Nippon India Large Cap Fund - Regular - Growth,49.1755,45.6612,61.9567
2022-02,Nippon India Small Cap Fund - Regular - Growth,62.6806,58.9776,66.9387
2022-02,SBI Bluechip Fund - Direct Plan - Growth,60.4931,59.4901,62.0301
2022-02,SBI Bluechip Fund - Regular Plan - Growth,69.513,51.0323,121.665
2022-02,SBI Magnum Gilt Fund - Regular Plan - Growth,42.4498,41.7962,42.7405
2022-02,SBI Small Cap Fund - Direct Plan - Growth,92.4115,88.2239,97.216
2022-02,SBI Small Cap Fund - Regular Plan - Growth,109.4268,105.2943,111.6747
2022-02,UTI Flexi Cap Fund - Regular - Growth,176.8581,171.4053,180.2034
2022-02,UTI Mid Cap Fund - Regular - Growth,128.642,123.2107,132.3175
2022-02,UTI Nifty 50 Index Fund - Regular - Growth,92.2043,89.8654,93.7848
2022-01,ABSL Frontline Equity Fund - Regular - Growth,310.2722,304.048,316.4175
2022-01,ABSL Liquid Fund - Regular - Growth,311.6351,310.6977,312.8614
2022-01,ABSL Small Cap Fund - Regular - Growth,38.7061,37.0665,39.8405
2022-01,Axis Bluechip Fund - Direct - Growth,40.5503,39.154,41.8532
2022-01,Axis Bluechip Fund - Regular - Growth,1208.4126,38.19,4804.6714
2022-01,Axis Midcap Fund - Regular - Growth,67.5362,65.7251,69.7092
2022-01,Axis Small Cap Fund - Regular - Growth,52.8123,49.1807,57.7946
2022-01,DSP Midcap Fund - Regular - Growth,79.327,77.0447,81.425
2022-01,DSP Small Cap Fund - Regular - Growth,80.9424,78.7704,83.8536
2022-01,DSP Top 100 Equity Fund - Regular - Growth,333.1442,314.0836,348.7159
2022-01,HDFC Mid-Cap Opportunities Fund - Direct - Growth,113.8005,110.1219,117.5969
2022-01,HDFC Mid-Cap Opportunities Fund - Regular - Growth,104.8849,102.6627,107.3758
2022-01,HDFC Short Term Debt Fund - Regular - Growth,26.2651,26.1366,26.445
2022-01,HDFC Top 100 Fund - Direct Plan - Growth,433.5294,107.2511,563.9474
2022-01,HDFC Top 100 Fund - Regular Plan - Growth,512.5353,503.8641,521.7239
2022-01,ICICI Pru Bluechip Fund - Direct - Growth,61.8823,59.4577,63.367
2022-01,ICICI Pru Bluechip Fund - Regular - Growth,62.7594,55.3983,77.887
2022-01,ICICI Pru Liquid Fund - Regular - Growth,287.0252,285.7447,288.1144
2022-01,ICICI Pru Midcap Fund - Regular - Growth,139.6489,133.1682,143.7839
2022-01,ICICI Pru Value Discovery Fund - Regular - Growth,205.1069,202.0343,213.3111
2022-01,Kotak Bluechip Fund - Regular - Growth,237.1849,120.3586,281.1488
2022-01,Kotak Emerging Equity Fund - Regular - Growth,65.0628,62.1265,66.5588
2022-01,Kotak Flexicap Fund - Regular - Growth,49.2526,48.2456,50.8195
2022-01,Kotak Liquid Fund - Regular - Growth,3192.6192,3180.6318,3202.0804
2022-01,Mirae Asset Emerging Bluechip Fund - Regular - Growth,83.9684,81.63,85.4096
2022-01,Mirae Asset Large Cap Fund - Regular - Growth,75.9528,70.2514,79.1132
2022-01,Mirae Asset Tax Saver Fund - Regular - Growth,29.3605,28.6877,30.0171
2022-01,Nippon India ETF Nifty 50 BeES,162.5124,156.6365,170.3428
2022-01,Nippon India Gilt Securities Fund - Regular - Growth,30.3371,30.1152,30.5797
2022-01,Nippon India Large Cap Fund - Direct - Growth,46.1243,45.1271,47.5951
2022-01,Nippon India Large Cap Fund - Regular - Growth,47.4607,42.8033,62.1939
2022-01,Nippon India Small Cap Fund - Regular - Growth,62.5761,58.3669,69.1076
2022-01,SBI Bluechip Fund - Direct Plan - Growth,58.7394,56.4224,61.7559
2022-01,SBI Bluechip Fund - Regular Plan - Growth,68.7172,53.0538,121.041
2022-01,SBI Magnum Gilt Fund - Regular Plan - Growth,42.4273,42.1391,42.5956
2022-01,SBI Small Cap Fund - Direct Plan - Growth,95.8672,89.6438,100.2736
2022-01,SBI Small Cap Fund - Regular Plan - Growth,98.7249,88.0925,106.5959
2022-01,UTI Flexi Cap Fund - Regular - Growth,183.2877,176.7427,191.0721
2022-01,UTI Mid Cap Fund - Regular - Growth,122.6575,119.2905,126.0772
2022-01,UTI Nifty 50 Index Fund - Regular - Growth,91.1532,89.8728,92.3366
2021-12,Axis Bluechip Fund - Regular - Growth,4503.7008,4435.5524,4582.2852
2021-12,HDFC Top 100 Fund - Direct Plan - Growth,97.3495,81.9853,119.2912
2021-12,ICICI Pru Bluechip Fund - Regular - Growth,72.8793,65.222,85.3485
2021-12,Kotak Bluechip Fund - Regular - Growth,103.37,83.2503,127.8162
2021-12,Nippon India Large Cap Fund - Regular - Growth,47.5958,41.9881,56.6546
2021-12,SBI Bluechip Fund - Regular Plan - Growth,147.5853,131.2981,160.9495
2021-11,Axis Bluechip Fund - Regular - Growth,4511.0074,4435.3463,4581.6809
2021-11,HDFC Top 100 Fund - Direct Plan - Growth,99.2582,82.0949,118.4235
2021-11,ICICI Pru Bluechip Fund - Regular - Growth,74.2258,67.1855,84.9535
2021-11,Kotak Bluechip Fund - Regular - Growth,106.4074,83.362,126.7011
2021-11,Nippon India Large Cap Fund - Regular - Growth,48.6308,41.9657,56.0398
2021-11,SBI Bluechip Fund - Regular Plan - Growth,148.0748,131.2562,161.1259
2021-10,Axis Bluechip Fund - Regular - Growth,4517.8872,4446.1385,4595.9446
2021-10,HDFC Top 100 Fund - Direct Plan - Growth,100.367,83.3864,117.9059
2021-10,ICICI Pru Bluechip Fund - Regular - Growth,74.2328,67.59,84.6363
2021-10,Kotak Bluechip Fund - Regular - Growth,107.2676,83.4387,130.5146
2021-10,Nippon India Large Cap Fund - Regular - Growth,48.9626,44.5049,56.4731
2021-10,SBI Bluechip Fund - Regular Plan - Growth,146.8101,131.659,159.5324
2021-09,Axis Bluechip Fund - Regular - Growth,4520.4737,4445.4434,4595.4849
2021-09,HDFC Top 100 Fund - Direct Plan - Growth,101.1501,83.1303,117.9077
2021-09,ICICI Pru Bluechip Fund - Regular - Growth,74.822,66.9563,84.4667
2021-09,Kotak Bluechip Fund - Regular - Growth,108.3543,83.4124,129.4627
2021-09,Nippon India Large Cap Fund - Regular - Growth,49.1393,43.8531,56.5542
2021-09,SBI Bluechip Fund - Regular Plan - Growth,145.8686,131.6599,159.5233
2021-08,Axis Bluechip Fund - Regular - Growth,4514.3313,4434.766,4595.1205
2021-08,HDFC Top 100 Fund - Direct Plan - Growth,100.2529,82.4047,117.3055
2021-08,ICICI Pru Bluechip Fund - Regular - Growth,74.869,66.77,84.5536
2021-08,Kotak Bluechip Fund - Regular - Growth,106.6264,83.0765,127.8777
2021-08,Nippon India Large Cap Fund - Regular - Growth,48.9653,41.6488,56.3817
2021-08,SBI Bluechip Fund - Regular Plan - Growth,146.2282,131.2335,161.3775
2021-07,Axis Bluechip Fund - Regular - Growth,4518.8204,4434.4073,4594.1589
2021-07,HDFC Top 100 Fund - Direct Plan - Growth,100.3728,81.8689,115.5693
2021-07,ICICI Pru Bluechip Fund - Regular - Growth,74.2272,65.7504,84.116
2021-07,Kotak Bluechip Fund - Regular - Growth,108.0571,83.8689,125.9046
2021-07,Nippon India Large Cap Fund - Regular - Growth,48.3004,41.2561,55.1058
2021-07,SBI Bluechip Fund - Regular Plan - Growth,146.6352,131.2265,161.2821
2021-06,Axis Bluechip Fund - Regular - Growth,4522.1424,4434.2321,4593.7536
2021-06,HDFC Top 100 Fund - Direct Plan - Growth,100.3671,80.8795,114.2375
2021-06,ICICI Pru Bluechip Fund - Regular - Growth,74.3868,65.8741,83.3956
2021-06,Kotak Bluechip Fund - Regular - Growth,108.2349,84.3043,123.5684
2021-06,Nippon India Large Cap Fund - Regular - Growth,48.2398,41.0522,54.5693
2021-06,SBI Bluechip Fund - Regular Plan - Growth,145.099,131.2459,161.2295
2021-05,Axis Bluechip Fund - Regular - Growth,4490.8404,4434.0473,4565.2211
2021-05,HDFC Top 100 Fund - Direct Plan - Growth,93.9418,80.6897,112.8715
2021-05,ICICI Pru Bluechip Fund - Regular - Growth,71.0585,66.1132,83.9434
2021-05,Kotak Bluechip Fund - Regular - Growth,99.0312,82.0774,122.8085
2021-05,Nippon India Large Cap Fund - Regular - Growth,46.2782,41.091,55.2462
2021-05,SBI Bluechip Fund - Regular Plan - Growth,149.4873,131.2616,161.2313
2021-04,Axis Bluechip Fund - Regular - Growth,4490.4198,4433.6173,4564.9696
2021-04,HDFC Top 100 Fund - Direct Plan - Growth,94.2619,79.9178,112.8335
2021-04,ICICI Pru Bluechip Fund - Regular - Growth,71.2292,65.5681,83.6199
2021-04,Kotak Bluechip Fund - Regular - Growth,99.2409,82.3549,121.3677
2021-04,Nippon India Large Cap Fund - Regular - Growth,46.4659,40.9828,54.7566
2021-04,SBI Bluechip Fund - Regular Plan - Growth,150.8319,131.3094,161.0439
2021-03,Axis Bluechip Fund - Regular - Growth,4519.3493,4443.0069,4592.389
2021-03,HDFC Top 100 Fund - Direct Plan - Growth,100.4481,81.6538,115.5222
2021-03,ICICI Pru Bluechip Fund - Regular - Growth,74.5266,65.4614,83.3546
2021-03,Kotak Bluechip Fund - Regular - Growth,107.2561,82.0092,125.6791
2021-03,Nippon India Large Cap Fund - Regular - Growth,48.9104,43.3242,55.5728
2021-03,SBI Bluechip Fund - Regular Plan - Growth,146.3461,131.4386,159.7469
2021-02,Axis Bluechip Fund - Regular - Growth,4522.3687,4442.9783,4591.9844
2021-02,HDFC Top 100 Fund - Direct Plan - Growth,101.4458,80.6225,115.5178
2021-02,ICICI Pru Bluechip Fund - Regular - Growth,74.9791,64.9817,83.3971
2021-02,Kotak Bluechip Fund - Regular - Growth,108.7154,80.7035,126.1115
2021-02,Nippon India Large Cap Fund - Regular - Growth,49.1929,42.8596,55.7095
2021-02,SBI Bluechip Fund - Regular Plan - Growth,144.7927,131.3907,159.6745
2021-01,Axis Bluechip Fund - Regular - Growth,4515.0649,4432.2723,4591.4405
2021-01,HDFC Top 100 Fund - Direct Plan - Growth,97.7507,78.961,114.5225
2021-01,ICICI Pru Bluechip Fund - Regular - Growth,73.3836,63.2909,83.4744
2021-01,Kotak Bluechip Fund - Regular - Growth,103.668,80.247,125.2689
2021-01,Nippon India Large Cap Fund - Regular - Growth,48.0414,40.4005,55.6464
2021-01,SBI Bluechip Fund - Regular Plan - Growth,145.3099,131.2393,160.8997
2020-12,Axis Bluechip Fund - Regular - Growth,4304.5143,4182.7922,4410.5149
2020-12,HDFC Top 100 Fund - Direct Plan - Growth,57.4297,46.6427,67.0874
2020-12,ICICI Pru Bluechip Fund - Regular - Growth,50.4266,43.3466,56.9553
2020-12,Kotak Bluechip Fund - Regular - Growth,59.0003,49.2353,68.6813
2020-12,Nippon India Large Cap Fund - Regular - Growth,32.1148,26.7675,38.1116
2020-12,SBI Bluechip Fund - Regular Plan - Growth,154.1596,147.1302,159.3624
2020-11,Axis Bluechip Fund - Regular - Growth,4316.4699,4182.0429,4423.1467
2020-11,HDFC Top 100 Fund - Direct Plan - Growth,60.1529,46.9345,76.1897
2020-11,ICICI Pru Bluechip Fund - Regular - Growth,52.0856,43.4478,61.9606
2020-11,Kotak Bluechip Fund - Regular - Growth,61.5276,51.8446,77.5891
2020-11,Nippon India Large Cap Fund - Regular - Growth,33.3191,26.7118,39.0473
2020-11,SBI Bluechip Fund - Regular Plan - Growth,154.7586,147.9299,160.2922
2020-10,Axis Bluechip Fund - Regular - Growth,4320.3046,4159.6197,4422.6387
2020-10,HDFC Top 100 Fund - Direct Plan - Growth,61.4241,51.4119,76.0258
2020-10,ICICI Pru Bluechip Fund - Regular - Growth,52.9708,46.4633,61.9425
2020-10,Kotak Bluechip Fund - Regular - Growth,62.8022,54.8485,77.427
2020-10,Nippon India Large Cap Fund - Regular - Growth,34.5632,29.7963,38.8646
2020-10,SBI Bluechip Fund - Regular Plan - Growth,156.3026,151.9285,160.344
2020-09,Axis Bluechip Fund - Regular - Growth,4314.9149,4159.2962,4422.082
2020-09,HDFC Top 100 Fund - Direct Plan - Growth,59.621,46.7891,76.3633
2020-09,ICICI Pru Bluechip Fund - Regular - Growth,51.5058,43.829,61.8566
2020-09,Kotak Bluechip Fund - Regular - Growth,60.9101,49.7311,77.5729
2020-09,Nippon India Large Cap Fund - Regular - Growth,33.1275,27.2096,39.0437
2020-09,SBI Bluechip Fund - Regular Plan - Growth,154.4231,146.4196,160.3147
2020-08,Axis Bluechip Fund - Regular - Growth,4311.0343,4158.7589,4421.9973
2020-08,HDFC Top 100 Fund - Direct Plan - Growth,57.4044,45.7678,76.0347
2020-08,ICICI Pru Bluechip Fund - Regular - Growth,49.6682,41.9653,61.3644
2020-08,Kotak Bluechip Fund - Regular - Growth,59.5384,48.5326,77.2836
2020-08,Nippon India Large Cap Fund - Regular - Growth,31.9723,26.2099,38.7901
2020-08,SBI Bluechip Fund - Regular Plan - Growth,153.9438,146.4112,160.3514
2020-07,Axis Bluechip Fund - Regular - Growth,4306.9654,4158.2403,4421.93
2020-07,HDFC Top 100 Fund - Direct Plan - Growth,58.8309,45.121,76.2757
2020-07,ICICI Pru Bluechip Fund - Regular - Growth,50.6865,41.8335,61.1734
2020-07,Kotak Bluechip Fund - Regular - Growth,60.3159,46.715,77.8069
2020-07,Nippon India Large Cap Fund - Regular - Growth,32.9233,26.1117,38.7575
2020-07,SBI Bluechip Fund - Regular Plan - Growth,155.3602,147.1769,160.3502
2020-06,Axis Bluechip Fund - Regular - Growth,4286.598,4157.6608,4407.199
2020-06,HDFC Top 100 Fund - Direct Plan - Growth,58.5511,47.5508,65.761
2020-06,ICICI Pru Bluechip Fund - Regular - Growth,51.2206,43.866,55.6957
2020-06,Kotak Bluechip Fund - Regular - Growth,59.8536,52.105,68.6093
2020-06,Nippon India Large Cap Fund - Regular - Growth,33.3148,27.1651,38.2093
2020-06,SBI Bluechip Fund - Regular Plan - Growth,154.417,148.22,159.2468
2020-05,Axis Bluechip Fund - Regular - Growth,4298.7843,4175.5676,4406.7614
2020-05,HDFC Top 100 Fund - Direct Plan - Growth,58.1246,47.5152,65.3632
2020-05,ICICI Pru Bluechip Fund - Regular - Growth,50.6441,43.4431,55.439
2020-05,Kotak Bluechip Fund - Regular - Growth,59.9153,51.7331,68.4809
2020-05,Nippon India Large Cap Fund - Regular - Growth,32.5405,27.154,37.8623
2020-05,SBI Bluechip Fund - Regular Plan - Growth,153.8548,148.039,159.1355
2020-04,Axis Bluechip Fund - Regular - Growth,4311.2165,4174.93,4420.5672
2020-04,HDFC Top 100 Fund - Direct Plan - Growth,59.868,48.0018,75.2531
2020-04,ICICI Pru Bluechip Fund - Regular - Growth,51.6592,43.9775,61.0214
2020-04,Kotak Bluechip Fund - Regular - Growth,61.1187,51.7864,76.5668
2020-04,Nippon India Large Cap Fund - Regular - Growth,33.1072,27.499,38.245
2020-04,SBI Bluechip Fund - Regular Plan - Growth,154.5825,148.0648,160.3103
2020-03,Axis Bluechip Fund - Regular - Growth,4294.4842,4155.873,4419.9119
2020-03,HDFC Top 100 Fund - Direct Plan - Growth,58.6321,43.6981,74.5188
2020-03,ICICI Pru Bluechip Fund - Regular - Growth,50.8345,39.2576,60.7394
2020-03,Kotak Bluechip Fund - Regular - Growth,59.4197,43.6407,75.7648
2020-03,Nippon India Large Cap Fund - Regular - Growth,32.9863,24.394,38.2715
2020-03,SBI Bluechip Fund - Regular Plan - Growth,154.3458,147.6457,160.1281
2020-02,Axis Bluechip Fund - Regular - Growth,4312.1349,4155.3529,4419.5547
2020-02,HDFC Top 100 Fund - Direct Plan - Growth,60.4468,50.232,74.0961
2020-02,ICICI Pru Bluechip Fund - Regular - Growth,52.1238,46.2677,60.3507
2020-02,Kotak Bluechip Fund - Regular - Growth,61.2699,54.0996,75.2548
2020-02,Nippon India Large Cap Fund - Regular - Growth,33.8087,28.8451,38.4483
2020-02,SBI Bluechip Fund - Regular Plan - Growth,154.7553,147.6198,160.1204
2020-01,Axis Bluechip Fund - Regular - Growth,4328.3814,4154.2506,4419.9359
2020-01,HDFC Top 100 Fund - Direct Plan - Growth,57.7758,43.7773,73.9151
2020-01,ICICI Pru Bluechip Fund - Regular - Growth,49.9173,40.2742,60.5083
2020-01,Kotak Bluechip Fund - Regular - Growth,59.0814,43.7147,74.4241
2020-01,Nippon India Large Cap Fund - Regular - Growth,32.1264,24.836,37.9668
2020-01,SBI Bluechip Fund - Regular Plan - Growth,155.5576,151.7027,160.2519
2019-12,Axis Bluechip Fund - Regular - Growth,3986.5113,3870.5686,4142.2277
2019-12,HDFC Top 100 Fund - Direct Plan - Growth,54.499,49.9865,56.7141
2019-12,ICICI Pru Bluechip Fund - Regular - Growth,47.8419,44.3109,51.9371
2019-12,Kotak Bluechip Fund - Regular - Growth,55.2389,51.6176,58.4221
2019-12,Nippon India Large Cap Fund - Regular - Growth,36.3133,34.0735,37.7824
2019-12,SBI Bluechip Fund - Regular Plan - Growth,149.0774,142.8054,152.9682
2019-11,Axis Bluechip Fund - Regular - Growth,3996.1289,3843.8171,4141.6075
2019-11,HDFC Top 100 Fund - Direct Plan - Growth,54.6525,50.1417,57.692
2019-11,ICICI Pru Bluechip Fund - Regular - Growth,48.2999,44.451,52.7747
2019-11,Kotak Bluechip Fund - Regular - Growth,55.1743,51.7157,58.0274
2019-11,Nippon India Large Cap Fund - Regular - Growth,36.0713,34.1241,37.9905
2019-11,SBI Bluechip Fund - Regular Plan - Growth,149.7049,142.8471,152.9832
2019-10,Axis Bluechip Fund - Regular - Growth,3992.2522,3843.0364,4140.8362
2019-10,HDFC Top 100 Fund - Direct Plan - Growth,54.8227,53.2423,56.8176
2019-10,ICICI Pru Bluechip Fund - Regular - Growth,48.1586,44.7078,51.3884
2019-10,Kotak Bluechip Fund - Regular - Growth,55.1307,51.352,57.9961
2019-10,Nippon India Large Cap Fund - Regular - Growth,36.3745,34.6615,37.824
2019-10,SBI Bluechip Fund - Regular Plan - Growth,147.6946,142.9046,153.0738
2019-09,Axis Bluechip Fund - Regular - Growth,4009.7052,3842.2348,4140.0144
2019-09,HDFC Top 100 Fund - Direct Plan - Growth,54.2085,51.6177,57.3044
2019-09,ICICI Pru Bluechip Fund - Regular - Growth,48.087,44.669,51.7165
2019-09,Kotak Bluechip Fund - Regular - Growth,54.449,51.3738,58.2334
2019-09,Nippon India Large Cap Fund - Regular - Growth,35.7766,33.9053,37.5077
2019-09,SBI Bluechip Fund - Regular Plan - Growth,148.494,142.8298,153.1183
2019-08,Axis Bluechip Fund - Regular - Growth,3955.4774,3841.3584,4118.4667
2019-08,HDFC Top 100 Fund - Direct Plan - Growth,53.7955,50.5532,57.4537
2019-08,ICICI Pru Bluechip Fund - Regular - Growth,47.1761,44.6935,52.6691
2019-08,Kotak Bluechip Fund - Regular - Growth,55.0503,50.8515,58.2362
2019-08,Nippon India Large Cap Fund - Regular - Growth,35.8363,34.2803,37.2241
2019-08,SBI Bluechip Fund - Regular Plan - Growth,148.6202,142.8229,152.3985
2019-07,Axis Bluechip Fund - Regular - Growth,3971.491,3840.3604,4117.7945
2019-07,HDFC Top 100 Fund - Direct Plan - Growth,54.0417,50.8924,57.9074
2019-07,ICICI Pru Bluechip Fund - Regular - Growth,47.7268,45.1689,53.1469
2019-07,Kotak Bluechip Fund - Regular - Growth,54.7195,50.5197,57.162
2019-07,Nippon India Large Cap Fund - Regular - Growth,35.6943,33.8466,37.7513
2019-07,SBI Bluechip Fund - Regular Plan - Growth,149.3035,143.0787,152.4911
2019-06,Axis Bluechip Fund - Regular - Growth,4004.7663,3863.4747,4137.8932
2019-06,HDFC Top 100 Fund - Direct Plan - Growth,54.1837,50.5395,57.7536
2019-06,ICICI Pru Bluechip Fund - Regular - Growth,48.2783,44.8555,53.0273
2019-06,Kotak Bluechip Fund - Regular - Growth,54.6853,50.8886,56.2917
2019-06,Nippon India Large Cap Fund - Regular - Growth,35.9275,33.6463,37.7242
2019-06,SBI Bluechip Fund - Regular Plan - Growth,149.6003,143.0201,153.1405
2019-05,Axis Bluechip Fund - Regular - Growth,4005.6869,3862.7741,4137.1591
2019-05,HDFC Top 100 Fund - Direct Plan - Growth,54.184,50.5861,58.2459
2019-05,ICICI Pru Bluechip Fund - Regular - Growth,48.1549,44.3637,52.8708
2019-05,Kotak Bluechip Fund - Regular - Growth,54.7495,50.1618,58.4231
2019-05,Nippon India Large Cap Fund - Regular - Growth,35.8965,33.3774,37.8995
2019-05,SBI Bluechip Fund - Regular Plan - Growth,149.7285,142.9577,153.2483
2019-04,Axis Bluechip Fund - Regular - Growth,4002.6349,3838.1051,4138.0105
2019-04,HDFC Top 100 Fund - Direct Plan - Growth,55.1233,51.0358,58.5157
2019-04,ICICI Pru Bluechip Fund - Regular - Growth,48.7563,44.1172,52.9846
2019-04,Kotak Bluechip Fund - Regular - Growth,55.5172,51.209,58.1116
2019-04,Nippon India Large Cap Fund - Regular - Growth,36.2772,33.192,38.5849
2019-04,SBI Bluechip Fund - Regular Plan - Growth,149.2895,143.0993,153.7405
2019-03,Axis Bluechip Fund - Regular - Growth,3996.5887,3837.309,4137.4286
2019-03,HDFC Top 100 Fund - Direct Plan - Growth,55.1883,51.9742,57.9542
2019-03,ICICI Pru Bluechip Fund - Regular - Growth,48.7041,45.3334,52.1391
2019-03,Kotak Bluechip Fund - Regular - Growth,55.517,51.1942,58.3833
2019-03,Nippon India Large Cap Fund - Regular - Growth,36.4739,32.9684,38.7646
2019-03,SBI Bluechip Fund - Regular Plan - Growth,147.9099,142.9162,153.6259
2019-02,Axis Bluechip Fund - Regular - Growth,3978.4454,3836.7889,4136.7004
2019-02,HDFC Top 100 Fund - Direct Plan - Growth,54.8771,51.0349,58.0533
2019-02,ICICI Pru Bluechip Fund - Regular - Growth,48.3262,45.6003,52.0831
2019-02,Kotak Bluechip Fund - Regular - Growth,55.9061,50.7078,58.9318
2019-02,Nippon India Large Cap Fund - Regular - Growth,36.6915,34.4649,38.1492
2019-02,SBI Bluechip Fund - Regular Plan - Growth,147.6024,142.9669,153.6046
2019-01,Axis Bluechip Fund - Regular - Growth,3973.5808,3835.6478,4115.088
2019-01,HDFC Top 100 Fund - Direct Plan - Growth,54.1227,51.2972,57.9809
2019-01,ICICI Pru Bluechip Fund - Regular - Growth,47.7347,43.9509,53.1065
2019-01,Kotak Bluechip Fund - Regular - Growth,55.1863,50.825,59.155
2019-01,Nippon India Large Cap Fund - Regular - Growth,35.9809,34.6488,38.1294
2019-01,SBI Bluechip Fund - Regular Plan - Growth,150.0392,146.3903,152.4285
2018-12,Axis Bluechip Fund - Regular - Growth,3689.345,3570.5428,3818.0154
2018-12,HDFC Top 100 Fund - Direct Plan - Growth,58.2779,51.7944,68.8466
2018-12,ICICI Pru Bluechip Fund - Regular - Growth,45.0393,43.1646,47.5556
2018-12,Kotak Bluechip Fund - Regular - Growth,57.0298,54.2766,59.411
2018-12,Nippon India Large Cap Fund - Regular - Growth,34.2121,32.8517,36.1758
2018-12,SBI Bluechip Fund - Regular Plan - Growth,145.7324,141.271,149.9962
2018-11,Axis Bluechip Fund - Regular - Growth,3674.7981,3569.9336,3816.9776
2018-11,HDFC Top 100 Fund - Direct Plan - Growth,58.2308,51.0028,68.7927
2018-11,ICICI Pru Bluechip Fund - Regular - Growth,45.4157,42.0772,47.33
2018-11,Kotak Bluechip Fund - Regular - Growth,57.0691,53.6189,58.9633
2018-11,Nippon India Large Cap Fund - Regular - Growth,34.0335,32.2514,35.9588
2018-11,SBI Bluechip Fund - Regular Plan - Growth,145.0737,142.2857,149.4769
2018-10,Axis Bluechip Fund - Regular - Growth,3698.9086,3569.3069,3816.3984
2018-10,HDFC Top 100 Fund - Direct Plan - Growth,58.5264,51.301,68.6873
2018-10,ICICI Pru Bluechip Fund - Regular - Growth,45.6969,42.9547,48.1197
2018-10,Kotak Bluechip Fund - Regular - Growth,57.3607,53.9016,59.8002
2018-10,Nippon India Large Cap Fund - Regular - Growth,34.3461,33.0232,36.4594
2018-10,SBI Bluechip Fund - Regular Plan - Growth,145.3925,142.3077,149.4919
2018-09,Axis Bluechip Fund - Regular - Growth,3668.1546,3568.6921,3788.195
2018-09,HDFC Top 100 Fund - Direct Plan - Growth,59.246,49.9984,68.6975
2018-09,ICICI Pru Bluechip Fund - Regular - Growth,44.7065,41.9931,48.3109
2018-09,Kotak Bluechip Fund - Regular - Growth,56.9618,53.8919,58.8757
2018-09,Nippon India Large Cap Fund - Regular - Growth,34.0121,32.2168,35.6865
2018-09,SBI Bluechip Fund - Regular Plan - Growth,145.3187,141.0964,149.9118
2018-08,Axis Bluechip Fund - Regular - Growth,3649.4715,3568.0726,3763.7318
2018-08,HDFC Top 100 Fund - Direct Plan - Growth,60.156,50.3191,69.0661
2018-08,ICICI Pru Bluechip Fund - Regular - Growth,44.73,41.9164,48.2043
2018-08,Kotak Bluechip Fund - Regular - Growth,56.9748,53.9097,58.9247
2018-08,Nippon India Large Cap Fund - Regular - Growth,34.1544,32.371,35.4928
2018-08,SBI Bluechip Fund - Regular Plan - Growth,145.2039,141.0882,149.8999
2018-07,Axis Bluechip Fund - Regular - Growth,3669.0473,3567.4437,3814.3908
2018-07,HDFC Top 100 Fund - Direct Plan - Growth,58.8414,52.0078,62.362
2018-07,ICICI Pru Bluechip Fund - Regular - Growth,45.5208,42.3219,48.7308
2018-07,Kotak Bluechip Fund - Regular - Growth,57.29,55.0268,60.6367
2018-07,Nippon India Large Cap Fund - Regular - Growth,34.4103,32.8094,36.8595
2018-07,SBI Bluechip Fund - Regular Plan - Growth,144.9125,140.9803,149.7571
2018-06,Axis Bluechip Fund - Regular - Growth,3688.7739,3586.5624,3813.4412
2018-06,HDFC Top 100 Fund - Direct Plan - Growth,57.2612,51.9051,61.0985
2018-06,ICICI Pru Bluechip Fund - Regular - Growth,45.2638,42.3687,48.7309
2018-06,Kotak Bluechip Fund - Regular - Growth,56.9293,54.7688,60.2592
2018-06,Nippon India Large Cap Fund - Regular - Growth,34.1293,33.1586,36.5036
2018-06,SBI Bluechip Fund - Regular Plan - Growth,145.0478,140.77,149.6109
2018-05,Axis Bluechip Fund - Regular - Growth,3684.3442,3566.1723,3812.0229
2018-05,HDFC Top 100 Fund - Direct Plan - Growth,57.7289,51.0967,68.8684
2018-05,ICICI Pru Bluechip Fund - Regular - Growth,44.6566,42.1007,48.4323
2018-05,Kotak Bluechip Fund - Regular - Growth,56.6447,54.5873,59.5398
2018-05,Nippon India Large Cap Fund - Regular - Growth,34.0002,32.5654,36.2032
2018-05,SBI Bluechip Fund - Regular Plan - Growth,145.5881,140.7265,149.6129
2018-04,Axis Bluechip Fund - Regular - Growth,3669.6521,3565.5403,3810.26
2018-04,HDFC Top 100 Fund - Direct Plan - Growth,57.9532,51.9575,67.8023
2018-04,ICICI Pru Bluechip Fund - Regular - Growth,45.3363,42.7151,48.7022
2018-04,Kotak Bluechip Fund - Regular - Growth,57.1933,55.7746,59.7035
2018-04,Nippon India Large Cap Fund - Regular - Growth,34.0432,32.7241,36.2352
2018-04,SBI Bluechip Fund - Regular Plan - Growth,144.9581,142.3165,149.4562
2018-03,Axis Bluechip Fund - Regular - Growth,3693.4899,3564.9531,3809.1775
2018-03,HDFC Top 100 Fund - Direct Plan - Growth,58.3387,52.7747,67.0627
2018-03,ICICI Pru Bluechip Fund - Regular - Growth,45.7847,43.5984,49.163
2018-03,Kotak Bluechip Fund - Regular - Growth,57.792,56.6131,60.3649
